FKUZZ	type1	0.0208025660275947
HZEAY	type1	0.0491313090088544
HMMJI	type1	0.00443021944633219
ROTUC	type1	0.0114025189114036
BHXYZ	type1	0.00129503803544212
ECXSC	type1	0.0428595496386755
PYMJX	type1	0.0275475404486759
YLMTN	type1	0.025372388149146
UWDND	type1	0.0378340371311177
GVUVG	type1	0.0198730010226835
ZKYKU	type1	0.0371926745067816
JBSOY	type1	0.0417650383062195
FOGQW	type1	0.0318058352300664
KCJMD	type1	0.0121179748282069
ZLQGT	type1	0.0144696800629143
SHKLJ	type1	0.0210520993896294
BFQZT	type1	0.0335033986145398
DJPLS	type1	0.00962801614683121
LZGKU	type1	0.0362215079559246
GASWZ	type1	0.00598138780312147
MUVMQ	type1	0.00623185175205581
TZCYH	type1	0.0254599353740923
PNUWY	type1	0.0432555908415932
QQGLP	type1	0.0356691914152354
CDRSU	type1	0.0237213699220913
TGRZZ	type1	0.0243875385655556
YBCII	type1	0.00816198477435391
YNJKS	type1	0.0281779057495994
NTNJW	type1	0.013083885805984
FEXHQ	type1	0.0315733361266321
DTCWV	type1	0.0266723649060586
PZRQW	type1	0.021801138959243
HMJFS	type1	0.0279641774960794
DJPLS	type1	0.0200384171922225
FWXBN	type1	0.0162532519862754
OQHTG	type1	0.0389651423814939
OHRIY	type1	0.042637811380811
YXZNM	type1	0.0480367338922108
HFMWC	type1	0.00370941707850434
MOYUT	type1	0.0244598712169332
UDMOF	type1	0.0164686155315954
BAEPX	type1	0.0387475714153145
UGFFH	type1	0.0201554542869562
RAZDT	type1	0.0151695630644914
FIHHU	type1	0.00336774444826879
GXEUQ	type1	0.0279839930589544
ZDBGP	type1	0.0302096848234767
GKNMF	type1	0.0276943845449248
PNZDQ	type1	0.0191635299796937
YEAAK	type1	0.0251573312558932
TUIWA	type1	0.03195757647641
CKNVL	type1	0.0344308942466276
UTFHB	type1	0.0492503695843276
AJSYL	type1	0.00153925652485341
LTQVI	type1	0.0450413557559485
GKNMF	type1	0.0441256656359183
HQLRP	type1	0.00459472050447948
JPHJY	type1	0.0331229393426096
VQTBD	type1	0.0231082572215237
YCQOQ	type1	0.0468362810904393
AMJPR	type1	0.00584802373393904
IYNGU	type1	0.0403875966525637
QFQHC	type1	0.0213227309227688
ZCWQJ	type1	0.0279795841890154
NVVSZ	type1	0.0290359736992279
FSBAH	type1	0.00524066070734989
HGHPK	type1	0.0366801142087672
LVJNE	type1	0.0383908677682281
XQNDC	type1	0.0295740231113275
SUFQX	type1	0.042805519215134
SYGUB	type1	0.00842828512878623
UZJMB	type1	0.0179173194357194
HFMWC	type1	0.0391757559218444
GCSAR	type1	0.0205159423579462
FHNGO	type1	0.00814612516721245
MMHWV	type1	0.0272434753705049
